Window Start,Window End,Static Sharpe,Adaptive Sharpe,Adaptive Wins
2023-01-05,2023-07-07,1.3930128108499737,1.337797195529833,False
2023-07-10,2024-01-05,1.3066020134998193,1.2585662963126554,False
2024-01-08,2024-07-09,3.4477807498545867,3.4477807498545867,False
